	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
200804	Hathi	umn.319510020966623	Woodward, William Harrison,	Elena.	1929.0	Fiction					enk	London|The Medici society ltd.|1929.
200811	Hathi	mdp.39015059417850	Strong, L. A. G. (Leonard Alfred George),	Dewer rides. | $c: By L. A. G. Strong.	1929.0	Fiction					enk	London|V. Gollancz ltd.|1929.
200812	Hathi	uc1.$b302122	Noyes, Alfred,	The return of the scare-crow / | $c: by Alfred Noyes.	1929.0	Fiction					enk	London|Cassell|1929.
200813	Hathi	mdp.39015038149764	Fadeev, Aleksandr,	The nineteen / | $c: by A. Fadeyev. Translated from the Russian by R. D. Charques.	1929.0	Fiction					enk	London|Martin Lawrence|1929.
200818	Hathi	uc1.b2794046	Turgenev, Ivan Sergeevich,	On the eve / | $c: by Ivan Turgenev ; translated by Constance Garnett.	1929.0	Fiction					enk	London|W. Heinemann|1928, reprinted 1929.
200821	Hathi	uc1.b4064067	Beerbohm, Max, Sir,	The dreadful dragon of Hay Hill / | $c: Max Beerbohm.	1929.0	Fiction					enk	London|W. Heinemann|1929.
200824	Hathi	uc1.$b312735	Vogdes, Walter.	A great man / | $c: by Walter Vogdes.	1929.0	Fiction					enk	London|New York [N.Y.|Longmans, Green and Co.|1929.
200836	Hathi	mdp.39015000604796	Gissing, George,	Eve's ransom.	1929.0	Fiction					enk	London|E. Benn ltd.|1929
200853	Hathi	uc1.$b299594	Armstrong, Martin Donisthorpe,	The sleeping fury.	1929.0	Fiction					enk	London|V. Gollancz|1929.
200868	Hathi	uc1.$b311939	Ramuz, C. F. (Charles Ferdinand),	Beauty on earth, translated from the French.	1929.0	Fiction					enk	London|New York|G. P. Putnam's sons|1929].
200869	Hathi	uc1.$b322792	Bowen, Elizabeth,	Joining Charles, and other stories, | $c: by Elizabeth Bowen.	1929.0	Fiction					enk	London|Constable & co., ltd.|1929
200876	Hathi	uc1.$b300991	James, Norah Cordner,	Sleeveless errand : | a novel / | $c: by Norah C. James.	1929.0	Fiction					enk	London|The Scholartis Press ...|1929.
200882	Hathi	uc1.$b499194	De la Mare, Walter,	Stories from the Bible | $c: [by] Walter De La Mare.	1929.0	Fiction					enk	London|Faber & Gwyer,limited|1929
200888	Hathi	uc1.$b244575	Raymond, Ernest,	A family that was, | $c: by Ernest Raymond.	1929.0	Fiction					enk	London [etc.|Cassell and company, ltd.|1929].
200891	Hathi	uc1.$b112018	Clive, Caroline Wigley,	Paul Ferroll / | $c: by Mrs. Archer Clive.	1929.0	Fiction					enk	London|Scholartis Press|1929.
200908	Hathi	mdp.39015030138427	Schumacher, Heinrich Vollrat,	Nelson's last love.	1929.0	Fiction					enk	London|Hutchinson|1929
200920	Hathi	uc1.$b105486	Sinclair, May.	Fame | $c: by May Sinclair being number thirteen of the Woburn Books.	1929.0	Fiction					enk	London|Elkin Mathews & Marrot|1929.
200926	Hathi	mdp.39015011404855	Norris, Kathleen Thompson,	Josselyn's wife, | $c: by Kathleen Norris.	1929.0	Fiction					enk	London|J. Murray|1929
200928	Hathi	umn.31951002022905t	Chekhov, Anton Pavlovich,	The black monk, and other stories / | $c: by Anton Tchekhoff; tr. from the Russian by R.E.C. Long.	1929.0	Fiction					enk	London|Duckworth & co.|1929
200931	Hathi	mdp.39015035062283	Wallace, Edgar,	The double, | $c: by Edgar Wallace.	1929.0	Fiction					enk	London|Hodder and Stoughton limited|1929
200932	Hathi	mdp.39015030039369	(Henry Major), Tomlinson, H. M.	Illusion, 1915 / | $c: by H.M. Tomlinson.	1929.0	Fiction					enk	London|W. Heinemann|1929.
200941	Hathi	mdp.39015062943389	Wast, Hugo,	Peach blossom, | $c: by Hugo Wast [pseud.] translated from the Spanish by Herman and Miriam Hespelt.	1929.0	Fiction					nyu	London|New York [etc.|Longmans, Green and co.|1929.
200943	Hathi	uc1.$b600760	Ėrenburg, Ilʹi͡a,	The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.	1929.0	Fiction					enk	London|Peter Davies|1929.
200946	Hathi	uc1.$b299666	Botkin, Gleb,	The God who didn't laugh | $c: [by] Gleb Botkin.	1929.0	Fiction					enk	London|V. Gollancz ltd.|1929.
200948	Hathi	mdp.39015017687289	Hughes, Richard Arthur Warren,	A high wind in Jamaica | $c: [by] Richard Hughes.	1929.0	Fiction					enk	London|Chatto & Windus|1929.
200954	Hathi	inu.39000000572755	Bramah, Ernest,	[Short stories] / | $c: Ernest Bramah.	1929.0	Fiction					enk	London|G.G. Harrap|1929.
200964	Hathi	uc1.$b242749	Douglas, Norman,	In the beginning / | $c: by Norman Douglas.	1929.0	Fiction					enk	London|Chatto and Windus|1929.
200975	Hathi	mdp.39015009385314	graf, Tolstoy, Leo,	The Cossacks, and other tales of the Caucasus / | $c: by Leo Tolstoy ; translated by Louise & Aylmer Maude.	1929.0	Fiction					enk	London|Oxford university press, Humphrey Milford|1929
200976	Hathi	umn.31951002105635m	Wassermann, Jakob,	The world's illusion / | $c: by Jacob Wassermann ; authorized translation by Ludwig Lewisohn.	1929.0	Fiction					enk	London|G. Allen & Unwin|1929.
200977	Hathi	uc1.b4097358	Firbank, Ronald,	The works of Ronald Firbank.	1929.0	Fiction					enk	London|Duckworth|New York|Brentano's|1929.
200979	Hathi	umn.31951002046636y	Onions, Oliver,	Little Devil Doubt / | $c: by Oliver Onions.	1929.0	Fiction					enk	London|Heinemann|1929.
200981	Hathi	mdp.39015000612377	Skipper, Mervyn.	The meeting-pool; | a tale of Borneo. | $c: with illus. by R.W. Coulter.	1929.0	Fiction					enk	London|E. Mathews & Marrot|1929.
200986	Hathi	uc1.32106002145750	Sinclair, Upton,	The millennium; | a comedy of the year 2000,	1929.0	Fiction					enk	London|T. W. Laurie|1929, c1924
200989	Hathi	uc1.$b778034	Reyles, Carlos,	Castanets / | $c: by Carlos Reyles, translation by Jacques Le Clercq.	1929.0	Fiction					xx 	London|New York [etc|Longmans, Green and Co.|1929.
200990	Hathi	uc1.32106001986816	Green, Henry,	Living; | a novel.	1929.0	Fiction					   	London|Hogarth|1929.
200998	Hathi	mdp.39015011559823	Lewis, M. G. (Matthew Gregory),	The monk; | a romance | $c: by M. G. Lewis, | ed. by E. A. Baker...	1929.0	Fiction					enk	London.|G. Routledge & Sons, limited|New York|E. P. Dutton & co.|1929.
201007	Hathi	uc1.$b251256		The Mercury story book. | $c: With an introd. by J. B. Priestley.	1929.0	Fiction					enk	London|New York|Longmans, Green Co.|1929.
201012	Hathi	mdp.39015027609901	Ashton-Wolfe, Harry,	The invisible web; | strange tales of the French sûreté.	1929.0	Fiction					enk	London|Hurst & Blackett, ltd.|1929
201035	Hathi	uc1.$b470316	Baumann, Margaret I.	Ajapa the tortoise, | a book of Nigerian fairy tales, | $c: with eight full-page illustrations in colour by G. R. Day.	1929.0	Fiction					xx 	London|A. & C. Black|1929.
201050	Hathi	uc1.b3834445	Garnett, David,	No love | $c: [by] David Garnett.	1929.0	Fiction					   	London|Chatto & Windus|1929.
201055	Hathi	uc1.b4033523	Theocritus.	Hylas, the XIII idyll of Theokritos / | $c: rendered into English verse by S. Matthewman.	1929.0	Fiction					enk	Shaftesbury, Eng.|High House Press|1929.
201057	Hathi	uc1.b4105136	Trollope, Anthony,	Ayala's angel.	1929.0	Fiction					xx 	London|Oxford University Press, H. Milford|1929
201060	Hathi	aeu.ark:/13960/t83j52v68	Ellis, Edward S. (Edward Sylvester),	Iron Heart, war chief of the Iroquois | $c: by Edward S. Ellis.	1929.0	Fiction					enk	London|Toronto|Cassell|192-?
201064	Hathi	pst.000005408665	Goode, Arthur Russell,	Bungoona : | an Australian story / | $c: by Arthur Russell. With illustrations by R.B. Ogle.	1929.0	Fiction					xx 	"London|""Boy's Own Paper"" Office|1929?]."
201069	Hathi	uc1.$b245257	Walpole, Hugh, Sir,	Farthing Hall, | $c: by Hugh Walpole and J. B. Priestley.	1929.0	Fiction					enk	London|Macmillan|1929.
201070	Hathi	mdp.39015064002572	(Alan Patrick), Herbert, A. P.	Topsy, M. P.,	1929.0	Fiction					enk	London|E. Benn limited|1929
201077	Hathi	uc1.32106001985982	Cunninghame Graham, R. B. (Robert Bontine),	Faith, | $c: by R.B. Cunninghame Graham.	1929.0	Fiction					   	London|Duckworth|1929
201082	Hathi	mdp.39015010966482	Williamson, Thames,	Hunky, | $c: by Thames Williamson.	1929.0	Fiction					enk	London|Faber & Faber limited|1929
201089	Hathi	uc1.b4049534	Pius Pope,	The tale of the two lovers, | $c: by Æneas Sylvius Piccolomini (Pius II.) translated by Flora Grierson.	1929.0	Fiction					xx 	London|Constable|1929.
